f-0     (initial-fact)
f-1649  (robot 2 5 0 farolas far 5 5 2 prof 16)
f-1650  (robot 4 1 1 farolas far 3 5 2 far 5 5 2 prof 16)
f-1651  (robot 5 4 1 farolas far 3 5 2 far 5 5 2 prof 16)
f-1652  (robot 4 5 1 farolas far 3 5 2 far 5 5 2 prof 16)
f-1653  (robot 2 2 0 farolas far 5 5 2 prof 16)
f-1654  (robot 3 1 0 farolas far 5 5 2 prof 16)
f-1655  (robot 5 1 0 farolas far 5 5 2 prof 16)
f-1656  (robot 5 3 0 farolas far 5 5 2 prof 16)
f-1657  (robot 4 4 1 farolas far 4 3 3 prof 16)
f-1658  (robot 5 3 1 farolas far 4 3 3 prof 16)
f-1659  (robot 5 5 1 farolas far 4 3 3 prof 16)
f-1660  (robot 3 5 1 farolas far 4 3 3 prof 16)
f-1661  (robot 5 1 3 farolas far 4 3 3 far 5 5 2 prof 16)
f-1662  (robot 3 2 0 farolas far 5 5 2 prof 16)
f-1663  (robot 4 1 0 farolas far 5 5 2 prof 16)
f-1664  (robot 4 3 0 farolas far 5 5 2 prof 16)
f-1665  (robot 5 4 0 farolas far 5 5 2 prof 16)
f-1666  (robot 4 5 0 farolas far 5 5 2 prof 16)
f-1667  (robot 5 4 1 farolas far 4 3 3 prof 16)
f-1668  (robot 5 3 3 farolas far 4 3 3 far 5 5 2 prof 16)
f-1669  (robot 4 5 1 farolas far 4 3 3 prof 16)
f-1670  (robot 4 4 0 farolas far 4 3 3 prof 16)
f-1671  (robot 5 3 0 farolas far 4 3 3 prof 16)
f-1672  (robot 5 5 0 farolas far 4 3 3 prof 16)
f-1673  (robot 3 5 0 farolas far 4 3 3 prof 16)
f-1674  (robot 1 1 1 farolas far 3 5 2 far 4 3 3 prof 16)
f-1675  (robot 1 2 3 farolas far 3 5 2 far 4 3 3 prof 16)
f-1676  (robot 1 4 3 farolas far 3 5 2 far 4 3 3 prof 16)
f-1677  (robot 2 1 3 farolas far 3 5 2 far 4 3 3 prof 16)
f-1678  (robot 3 2 3 farolas far 3 5 2 far 4 3 3 prof 16)
f-1679  (robot 3 4 3 farolas far 3 5 2 far 4 3 3 prof 16)
f-1680  (robot 2 5 3 farolas far 3 5 2 far 4 3 3 prof 16)
f-1681  (robot 1 3 3 farolas far 3 5 2 far 4 3 3 prof 16)
f-1682  (robot 2 2 3 farolas far 3 5 2 far 4 3 3 prof 16)
f-1683  (robot 2 4 3 farolas far 3 5 2 far 4 3 3 prof 16)
f-1684  (robot 1 2 2 farolas far 3 5 2 far 4 3 3 prof 16)
f-1685  (robot 1 4 2 farolas far 3 5 2 far 4 3 3 prof 16)
f-1686  (robot 2 1 2 farolas far 3 5 2 far 4 3 3 prof 16)
f-1687  (robot 3 2 2 farolas far 3 5 2 far 4 3 3 prof 16)
f-1688  (robot 3 4 2 farolas far 3 5 2 far 4 3 3 prof 16)
f-1689  (robot 2 5 2 farolas far 3 5 2 far 4 3 3 prof 16)
f-1690  (robot 3 1 1 farolas far 3 5 2 far 4 3 3 prof 16)
f-1691  (robot 4 2 1 farolas far 3 5 2 far 4 3 3 prof 16)
f-1692  (robot 1 1 1 farolas far 3 5 2 far 5 5 2 prof 16)
f-1693  (robot 1 5 1 farolas far 3 5 2 far 5 5 2 prof 16)
f-1694  (robot 3 1 1 farolas far 3 5 2 far 5 5 2 prof 16)
f-1695  (robot 4 2 1 farolas far 3 5 2 far 5 5 2 prof 16)
f-1696  (robot 5 3 1 farolas far 3 5 2 far 5 5 2 prof 16)
f-1697  (robot 4 4 1 farolas far 3 5 2 far 5 5 2 prof 16)
f-1698  (robot 5 1 2 farolas far 4 3 3 far 5 5 2 prof 16)
f-1699  (robot 5 4 0 farolas far 4 3 3 prof 16)
f-1700  (robot 5 3 2 farolas far 4 3 3 far 5 5 2 prof 16)
f-1701  (robot 4 5 0 farolas far 4 3 3 prof 16)
f-1702  (robot 1 2 1 farolas far 3 5 2 far 4 3 3 prof 16)
f-1703  (robot 1 3 2 farolas far 3 5 2 far 4 3 3 prof 16)
f-1704  (robot 2 2 2 farolas far 3 5 2 far 4 3 3 prof 16)
f-1705  (robot 2 4 2 farolas far 3 5 2 far 4 3 3 prof 16)
f-1706  (robot 2 1 1 farolas far 3 5 2 far 4 3 3 prof 16)
f-1707  (robot 3 2 1 farolas far 3 5 2 far 4 3 3 prof 16)
f-1708  (robot 1 1 0 farolas far 3 5 2 far 4 3 3 prof 16)
f-1709  (robot 3 1 0 farolas far 3 5 2 far 4 3 3 prof 16)
f-1710  (robot 4 2 0 farolas far 3 5 2 far 4 3 3 prof 16)
f-1711  (robot 1 2 0 farolas far 3 5 2 far 4 3 3 prof 16)
f-1712  (robot 2 1 0 farolas far 3 5 2 far 4 3 3 prof 16)
f-1713  (robot 3 2 0 farolas far 3 5 2 far 4 3 3 prof 16)
f-1714  (robot 2 1 0 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1715  (robot 1 2 0 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1716  (robot 4 1 0 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1717  (robot 3 2 0 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1718  (robot 2 3 0 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1719  (robot 1 4 0 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1720  (robot 1 3 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1721  (robot 2 2 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1722  (robot 2 4 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1723  (robot 2 3 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1724  (robot 1 3 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1725  (robot 2 2 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1726  (robot 2 4 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1727  (robot 2 3 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1728  (robot 1 3 1 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1729  (robot 2 2 1 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1730  (robot 2 4 1 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1731  (robot 3 4 0 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1732  (robot 2 5 0 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1733  (robot 1 1 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1734  (robot 1 5 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1735  (robot 3 1 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1736  (robot 4 2 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1737  (robot 3 4 1 farolas far 4 3 3 far 5 5 2 prof 17)
f-1738  (robot 4 4 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1739  (robot 2 5 1 farolas far 4 3 3 far 5 5 2 prof 17)
f-1740  (robot 1 2 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1741  (robot 1 4 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1742  (robot 2 1 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1743  (robot 3 2 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1744  (robot 3 4 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1745  (robot 2 5 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1746  (robot 1 1 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1747  (robot 1 5 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1748  (robot 3 1 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1749  (robot 4 2 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1750  (robot 3 4 0 farolas far 4 3 3 far 5 5 2 prof 17)
f-1751  (robot 4 4 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1752  (robot 2 5 0 farolas far 4 3 3 far 5 5 2 prof 17)
f-1753  (robot 1 2 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1754  (robot 1 4 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1755  (robot 2 1 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1756  (robot 3 2 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1757  (robot 3 4 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1758  (robot 2 5 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1759  (robot 1 1 1 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1760  (robot 1 5 1 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1761  (robot 3 1 1 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1762  (robot 4 2 1 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1763  (robot 4 4 1 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1764  (robot 5 4 0 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1765  (robot 4 5 0 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1766  (robot 5 1 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1767  (robot 3 2 0 farolas far 3 5 2 far 5 5 2 prof 17)
f-1768  (robot 4 1 0 farolas far 3 5 2 far 5 5 2 prof 17)
f-1769  (robot 4 3 0 farolas far 3 5 2 far 5 5 2 prof 17)
f-1770  (robot 1 4 1 farolas far 4 3 3 far 5 5 2 prof 17)
f-1771  (robot 2 3 1 farolas far 4 3 3 far 5 5 2 prof 17)
f-1772  (robot 5 4 1 farolas far 4 3 3 far 5 5 2 prof 17)
f-1773  (robot 4 5 1 farolas far 4 3 3 far 5 5 2 prof 17)
f-1774  (robot 3 4 0 farolas far 3 5 2 far 5 5 2 prof 17)
f-1775  (robot 5 4 0 farolas far 3 5 2 far 5 5 2 prof 17)
f-1776  (robot 4 5 0 farolas far 3 5 2 far 5 5 2 prof 17)
f-1777  (robot 5 4 1 farolas far 3 5 2 far 4 3 3 prof 17)
f-1778  (robot 5 3 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1779  (robot 4 5 1 farolas far 3 5 2 far 4 3 3 prof 17)
f-1780  (robot 4 1 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1781  (robot 4 2 0 farolas far 3 5 2 far 5 5 2 prof 17)
f-1782  (robot 2 4 1 farolas far 4 3 3 far 5 5 2 prof 17)
f-1783  (robot 4 4 1 farolas far 4 3 3 far 5 5 2 prof 17)
f-1784  (robot 3 5 1 farolas far 4 3 3 far 5 5 2 prof 17)
f-1785  (robot 4 4 0 farolas far 3 5 2 far 5 5 2 prof 17)
f-1786  (robot 5 4 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1787  (robot 4 5 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1788  (robot 1 5 1 farolas far 4 3 3 far 5 5 2 prof 17)
f-1789  (robot 5 1 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1790  (robot 1 4 0 farolas far 4 3 3 far 5 5 2 prof 17)
f-1791  (robot 2 3 0 farolas far 4 3 3 far 5 5 2 prof 17)
f-1792  (robot 5 4 0 farolas far 4 3 3 far 5 5 2 prof 17)
f-1793  (robot 4 5 0 farolas far 4 3 3 far 5 5 2 prof 17)
f-1794  (robot 5 4 0 farolas far 3 5 2 far 4 3 3 prof 17)
f-1795  (robot 5 3 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1796  (robot 4 5 0 farolas far 3 5 2 far 4 3 3 prof 17)
f-1797  (robot 4 1 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1798  (robot 2 4 0 farolas far 4 3 3 far 5 5 2 prof 17)
f-1799  (robot 4 4 0 farolas far 4 3 3 far 5 5 2 prof 17)
f-1800  (robot 3 5 0 farolas far 4 3 3 far 5 5 2 prof 17)
f-1801  (robot 5 4 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1802  (robot 4 5 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1803  (robot 1 5 0 farolas far 4 3 3 far 5 5 2 prof 17)
f-1804  (robot 5 1 1 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1805  (robot 5 3 1 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 17)
f-1806  (robot 1 2 0 farolas far 3 5 2 far 5 5 2 prof 17)
f-1807  (robot 2 1 0 farolas far 3 5 2 far 5 5 2 prof 17)
f-1808  (robot 2 3 0 farolas far 3 5 2 far 5 5 2 prof 17)
f-1809  (robot 1 2 1 farolas far 4 3 3 far 5 5 2 prof 17)
f-1810  (robot 1 3 3 farolas far 4 3 3 far 5 5 2 prof 17)
f-1811  (robot 2 2 3 farolas far 4 3 3 far 5 5 2 prof 17)
f-1812  (robot 2 4 3 farolas far 4 3 3 far 5 5 2 prof 17)
f-1813  (robot 2 3 3 farolas far 4 3 3 far 5 5 2 prof 17)
f-1814  (robot 1 3 2 farolas far 4 3 3 far 5 5 2 prof 17)
f-1815  (robot 2 2 2 farolas far 4 3 3 far 5 5 2 prof 17)
f-1816  (robot 2 4 2 farolas far 4 3 3 far 5 5 2 prof 17)
f-1817  (robot 2 1 1 farolas far 4 3 3 far 5 5 2 prof 17)
f-1818  (robot 3 2 1 farolas far 4 3 3 far 5 5 2 prof 17)
f-1819  (robot 1 4 0 farolas far 3 5 2 far 5 5 2 prof 17)
f-1820  (robot 2 5 0 farolas far 3 5 2 far 5 5 2 prof 17)
f-1821  (robot 3 4 1 farolas far 3 5 2 far 4 3 3 prof 17)
f-1822  (robot 2 2 0 farolas far 3 5 2 far 5 5 2 prof 17)
f-1823  (robot 3 1 0 farolas far 3 5 2 far 5 5 2 prof 17)
f-1824  (robot 3 3 0 farolas far 3 5 2 far 5 5 2 prof 17)
f-1825  (robot 5 1 0 farolas far 3 5 2 far 5 5 2 prof 17)
f-1826  (robot 5 3 0 farolas far 3 5 2 far 5 5 2 prof 17)
f-1827  (robot 1 3 1 farolas far 4 3 3 far 5 5 2 prof 17)
f-1828  (robot 2 3 2 farolas far 4 3 3 far 5 5 2 prof 17)
f-1829  (robot 2 2 1 farolas far 4 3 3 far 5 5 2 prof 17)
f-1830  (robot 5 3 1 farolas far 4 3 3 far 5 5 2 prof 17)
f-1831  (robot 2 4 0 farolas far 3 5 2 far 5 5 2 prof 17)
f-1832  (robot 4 4 1 farolas far 3 5 2 far 4 3 3 prof 17)
f-1833  (robot 5 3 1 farolas far 3 5 2 far 4 3 3 prof 17)
f-1834  (robot 5 5 1 farolas far 3 5 2 far 4 3 3 prof 17)
f-1835  (robot 1 2 0 farolas far 4 3 3 far 5 5 2 prof 17)
f-1836  (robot 2 1 0 farolas far 4 3 3 far 5 5 2 prof 17)
f-1837  (robot 3 2 0 farolas far 4 3 3 far 5 5 2 prof 17)
f-1838  (robot 3 4 0 farolas far 3 5 2 far 4 3 3 prof 17)
f-1839  (robot 1 3 0 farolas far 4 3 3 far 5 5 2 prof 17)
f-1840  (robot 2 2 0 farolas far 4 3 3 far 5 5 2 prof 17)
f-1841  (robot 5 3 0 farolas far 4 3 3 far 5 5 2 prof 17)
f-1842  (robot 4 4 0 farolas far 3 5 2 far 4 3 3 prof 17)
f-1843  (robot 5 3 0 farolas far 3 5 2 far 4 3 3 prof 17)
f-1844  (robot 5 5 0 farolas far 3 5 2 far 4 3 3 prof 17)
f-1845  (robot 1 3 3 farolas far 3 5 2 far 5 5 2 prof 17)
f-1846  (robot 2 2 3 farolas far 3 5 2 far 5 5 2 prof 17)
f-1847  (robot 3 3 3 farolas far 3 5 2 far 5 5 2 prof 17)
f-1848  (robot 2 4 3 farolas far 3 5 2 far 5 5 2 prof 17)
f-1849  (robot 2 3 3 farolas far 3 5 2 far 5 5 2 prof 17)
f-1850  (robot 1 3 2 farolas far 3 5 2 far 5 5 2 prof 17)
f-1851  (robot 2 2 2 farolas far 3 5 2 far 5 5 2 prof 17)
f-1852  (robot 3 3 2 farolas far 3 5 2 far 5 5 2 prof 17)
f-1853  (robot 2 4 2 farolas far 3 5 2 far 5 5 2 prof 17)
f-1854  (robot 2 3 2 farolas far 3 5 2 far 5 5 2 prof 17)
f-1855  (robot 1 3 1 farolas far 3 5 2 far 5 5 2 prof 17)
f-1856  (robot 2 2 1 farolas far 3 5 2 far 5 5 2 prof 17)
f-1857  (robot 3 3 1 farolas far 3 5 2 far 5 5 2 prof 17)
f-1858  (robot 2 4 1 farolas far 3 5 2 far 5 5 2 prof 17)
f-1859  (robot 1 1 3 farolas far 4 3 3 far 5 5 2 prof 17)
f-1860  (robot 1 5 3 farolas far 4 3 3 far 5 5 2 prof 17)
f-1861  (robot 3 1 3 farolas far 4 3 3 far 5 5 2 prof 17)
f-1862  (robot 4 2 3 farolas far 4 3 3 far 5 5 2 prof 17)
f-1863  (robot 4 4 3 farolas far 4 3 3 far 5 5 2 prof 17)
f-1864  (robot 3 5 3 farolas far 4 3 3 far 5 5 2 prof 17)
f-1865  (robot 1 2 3 farolas far 4 3 3 far 5 5 2 prof 17)
f-1866  (robot 1 4 3 farolas far 4 3 3 far 5 5 2 prof 17)
f-1867  (robot 2 1 3 farolas far 4 3 3 far 5 5 2 prof 17)
f-1868  (robot 3 2 3 farolas far 4 3 3 far 5 5 2 prof 17)
f-1869  (robot 3 4 3 farolas far 4 3 3 far 5 5 2 prof 17)
f-1870  (robot 2 5 3 farolas far 4 3 3 far 5 5 2 prof 17)
f-1871  (robot 1 1 2 farolas far 4 3 3 far 5 5 2 prof 17)
f-1872  (robot 1 5 2 farolas far 4 3 3 far 5 5 2 prof 17)
f-1873  (robot 3 1 2 farolas far 4 3 3 far 5 5 2 prof 17)
f-1874  (robot 4 2 2 farolas far 4 3 3 far 5 5 2 prof 17)
f-1875  (robot 4 4 2 farolas far 4 3 3 far 5 5 2 prof 17)
f-1876  (robot 3 5 2 farolas far 4 3 3 far 5 5 2 prof 17)
f-1877  (robot 4 1 1 farolas far 4 3 3 far 5 5 2 prof 17)
f-1878  (robot 1 4 1 farolas far 3 5 2 far 4 3 3 prof 17)
f-1879  (robot 2 3 1 farolas far 3 5 2 far 4 3 3 prof 17)
f-1880  (robot 2 5 1 farolas far 3 5 2 far 4 3 3 prof 17)
f-1881  (robot 1 1 0 farolas far 3 5 2 far 5 5 2 prof 17)
f-1882  (robot 1 3 0 farolas far 3 5 2 far 5 5 2 prof 17)
f-1883  (robot 2 3 1 farolas far 3 5 2 far 5 5 2 prof 17)
f-1884  (robot 1 1 1 farolas far 4 3 3 far 5 5 2 prof 17)
f-1885  (robot 1 2 2 farolas far 4 3 3 far 5 5 2 prof 17)
f-1886  (robot 1 4 2 farolas far 4 3 3 far 5 5 2 prof 17)
f-1887  (robot 2 1 2 farolas far 4 3 3 far 5 5 2 prof 17)
f-1888  (robot 3 2 2 farolas far 4 3 3 far 5 5 2 prof 17)
f-1889  (robot 3 4 2 farolas far 4 3 3 far 5 5 2 prof 17)
f-1890  (robot 2 5 2 farolas far 4 3 3 far 5 5 2 prof 17)
f-1891  (robot 3 1 1 farolas far 4 3 3 far 5 5 2 prof 17)
f-1892  (robot 4 2 1 farolas far 4 3 3 far 5 5 2 prof 17)
f-1893  (robot 1 5 0 farolas far 3 5 2 far 5 5 2 prof 17)
f-1894  (robot 2 4 1 farolas far 3 5 2 far 4 3 3 prof 17)
f-1895  (robot 4 1 0 farolas far 4 3 3 far 5 5 2 prof 17)
f-1896  (robot 1 4 0 farolas far 3 5 2 far 4 3 3 prof 17)
f-1897  (robot 2 3 0 farolas far 3 5 2 far 4 3 3 prof 17)
f-1898  (robot 2 5 0 farolas far 3 5 2 far 4 3 3 prof 17)
f-1899  (robot 1 1 0 farolas far 4 3 3 far 5 5 2 prof 17)
f-1900  (robot 3 1 0 farolas far 4 3 3 far 5 5 2 prof 17)
f-1901  (robot 4 2 0 farolas far 4 3 3 far 5 5 2 prof 17)
f-1902  (robot 2 4 0 farolas far 3 5 2 far 4 3 3 prof 17)
f-1903  (robot 1 1 3 farolas far 3 5 2 far 5 5 2 prof 17)
f-1904  (robot 1 5 3 farolas far 3 5 2 far 5 5 2 prof 17)
f-1905  (robot 3 1 3 farolas far 3 5 2 far 5 5 2 prof 17)
f-1906  (robot 4 2 3 farolas far 3 5 2 far 5 5 2 prof 17)
f-1907  (robot 5 3 3 farolas far 3 5 2 far 5 5 2 prof 17)
f-1908  (robot 4 4 3 farolas far 3 5 2 far 5 5 2 prof 17)
f-1909  (robot 3 4 1 farolas far 5 5 2 prof 17)
f-1910  (robot 2 5 1 farolas far 5 5 2 prof 17)
f-1911  (robot 1 2 3 farolas far 3 5 2 far 5 5 2 prof 17)
f-1912  (robot 1 4 3 farolas far 3 5 2 far 5 5 2 prof 17)
f-1913  (robot 2 1 3 farolas far 3 5 2 far 5 5 2 prof 17)
f-1914  (robot 3 2 3 farolas far 3 5 2 far 5 5 2 prof 17)
f-1915  (robot 4 3 3 farolas far 3 5 2 far 5 5 2 prof 17)
f-1916  (robot 3 4 3 farolas far 3 5 2 far 5 5 2 prof 17)
f-1917  (robot 2 5 3 farolas far 3 5 2 far 5 5 2 prof 17)
f-1918  (robot 1 1 2 farolas far 3 5 2 far 5 5 2 prof 17)
f-1919  (robot 1 5 2 farolas far 3 5 2 far 5 5 2 prof 17)
f-1920  (robot 3 1 2 farolas far 3 5 2 far 5 5 2 prof 17)
f-1921  (robot 4 2 2 farolas far 3 5 2 far 5 5 2 prof 17)
f-1922  (robot 5 3 2 farolas far 3 5 2 far 5 5 2 prof 17)
f-1923  (robot 4 4 2 farolas far 3 5 2 far 5 5 2 prof 17)
f-1924  (robot 3 4 0 farolas far 5 5 2 prof 17)
f-1925  (robot 2 5 0 farolas far 5 5 2 prof 17)
f-1926  (robot 1 2 2 farolas far 3 5 2 far 5 5 2 prof 17)
f-1927  (robot 1 4 2 farolas far 3 5 2 far 5 5 2 prof 17)
f-1928  (robot 2 1 2 farolas far 3 5 2 far 5 5 2 prof 17)
f-1929  (robot 3 2 2 farolas far 3 5 2 far 5 5 2 prof 17)
f-1930  (robot 4 3 2 farolas far 3 5 2 far 5 5 2 prof 17)
f-1931  (robot 3 4 2 farolas far 3 5 2 far 5 5 2 prof 17)
f-1932  (robot 2 5 2 farolas far 3 5 2 far 5 5 2 prof 17)
f-1933  (robot 1 1 1 farolas far 3 5 2 far 5 5 2 prof 17)
f-1934  (robot 1 5 1 farolas far 3 5 2 far 5 5 2 prof 17)
f-1935  (robot 3 1 1 farolas far 3 5 2 far 5 5 2 prof 17)
f-1936  (robot 4 2 1 farolas far 3 5 2 far 5 5 2 prof 17)
f-1937  (robot 5 3 1 farolas far 3 5 2 far 5 5 2 prof 17)
f-1938  (robot 4 4 1 farolas far 3 5 2 far 5 5 2 prof 17)
f-1939  (robot 5 1 3 farolas far 4 3 3 far 5 5 2 prof 17)
f-1940  (robot 3 2 0 farolas far 5 5 2 prof 17)
f-1941  (robot 4 1 0 farolas far 5 5 2 prof 17)
f-1942  (robot 4 3 0 farolas far 5 5 2 prof 17)
f-1943  (robot 5 4 0 farolas far 5 5 2 prof 17)
f-1944  (robot 4 5 0 farolas far 5 5 2 prof 17)
f-1945  (robot 5 4 1 farolas far 4 3 3 prof 17)
f-1946  (robot 5 3 3 farolas far 4 3 3 far 5 5 2 prof 17)
f-1947  (robot 4 5 1 farolas far 4 3 3 prof 17)
f-1948  (robot 4 1 3 farolas far 4 3 3 far 5 5 2 prof 17)
f-1949  (robot 4 2 0 farolas far 5 5 2 prof 17)
f-1950  (robot 4 4 0 farolas far 5 5 2 prof 17)
f-1951  (robot 5 4 3 farolas far 4 3 3 far 5 5 2 prof 17)
f-1952  (robot 4 5 3 farolas far 4 3 3 far 5 5 2 prof 17)
f-1953  (robot 5 1 2 farolas far 4 3 3 far 5 5 2 prof 17)
f-1954  (robot 5 4 0 farolas far 4 3 3 prof 17)
f-1955  (robot 5 3 2 farolas far 4 3 3 far 5 5 2 prof 17)
f-1956  (robot 4 5 0 farolas far 4 3 3 prof 17)
f-1957  (robot 1 2 1 farolas far 3 5 2 far 4 3 3 prof 17)
f-1958  (robot 1 3 3 farolas far 3 5 2 far 4 3 3 prof 17)
f-1959  (robot 2 2 3 farolas far 3 5 2 far 4 3 3 prof 17)
f-1960  (robot 2 4 3 farolas far 3 5 2 far 4 3 3 prof 17)
f-1961  (robot 2 3 3 farolas far 3 5 2 far 4 3 3 prof 17)
f-1962  (robot 1 3 2 farolas far 3 5 2 far 4 3 3 prof 17)
f-1963  (robot 2 2 2 farolas far 3 5 2 far 4 3 3 prof 17)
f-1964  (robot 2 4 2 farolas far 3 5 2 far 4 3 3 prof 17)
f-1965  (robot 2 1 1 farolas far 3 5 2 far 4 3 3 prof 17)
f-1966  (robot 3 2 1 farolas far 3 5 2 far 4 3 3 prof 17)
f-1967  (robot 1 2 1 farolas far 3 5 2 far 5 5 2 prof 17)
f-1968  (robot 1 4 1 farolas far 3 5 2 far 5 5 2 prof 17)
f-1969  (robot 2 1 1 farolas far 3 5 2 far 5 5 2 prof 17)
f-1970  (robot 3 2 1 farolas far 3 5 2 far 5 5 2 prof 17)
f-1971  (robot 4 3 1 farolas far 3 5 2 far 5 5 2 prof 17)
f-1972  (robot 3 4 1 farolas far 3 5 2 far 5 5 2 prof 17)
f-1973  (robot 2 5 1 farolas far 3 5 2 far 5 5 2 prof 17)
f-1974  (robot 4 1 2 farolas far 4 3 3 far 5 5 2 prof 17)
f-1975  (robot 5 4 2 farolas far 4 3 3 far 5 5 2 prof 17)
f-1976  (robot 4 5 2 farolas far 4 3 3 far 5 5 2 prof 17)
f-1977  (robot 5 1 1 farolas far 4 3 3 far 5 5 2 prof 17)
f-1978  (robot 1 3 1 farolas far 3 5 2 far 4 3 3 prof 17)
f-1979  (robot 1 5 1 farolas far 3 5 2 far 4 3 3 prof 17)
f-1980  (robot 2 3 2 farolas far 3 5 2 far 4 3 3 prof 17)
f-1981  (robot 2 2 1 farolas far 3 5 2 far 4 3 3 prof 17)
f-1982  (robot 1 2 0 farolas far 3 5 2 far 4 3 3 prof 17)
f-1983  (robot 2 1 0 farolas far 3 5 2 far 4 3 3 prof 17)
f-1984  (robot 3 2 0 farolas far 3 5 2 far 4 3 3 prof 17)
f-1985  (robot 5 1 0 farolas far 4 3 3 far 5 5 2 prof 17)
f-1986  (robot 1 3 0 farolas far 3 5 2 far 4 3 3 prof 17)
f-1987  (robot 1 5 0 farolas far 3 5 2 far 4 3 3 prof 17)
f-1988  (robot 2 2 0 farolas far 3 5 2 far 4 3 3 prof 17)
f-1989  (robot 5 1 3 farolas far 3 5 2 far 5 5 2 prof 17)
f-1990  (robot 5 4 1 farolas far 3 5 2 prof 17)
f-1991  (robot 4 5 1 farolas far 3 5 2 prof 17)
f-1992  (robot 4 5 1 farolas far 5 5 2 prof 17)
f-1993  (robot 1 4 1 farolas far 5 5 2 prof 17)
f-1994  (robot 2 3 1 farolas far 5 5 2 prof 17)
